threshold,precision,recall,f1
0.010861494,0.4108170310701956,1.0,0.5823817292006526
0.010861915,0.4112903225806452,1.0,0.5828571428571429
0.010898749,0.4117647058823529,1.0,0.5833333333333334
0.010917404,0.4122401847575058,1.0,0.5838103025347506
0.010967208,0.41271676300578036,1.0,0.5842880523731587
0.0109909335,0.4131944444444444,1.0,0.5847665847665847
0.011003063,0.41367323290845887,1.0,0.5852459016393442
0.011044392,0.41415313225058004,1.0,0.5857260049220673
0.011074098,0.4146341463414634,1.0,0.5862068965517241
0.011179861,0.41511627906976745,1.0,0.5866885784716516
0.0112189725,0.41559953434225844,1.0,0.5871710526315789
0.011227635,0.4160839160839161,1.0,0.5876543209876544
0.01125355,0.41656942823803966,1.0,0.5881383855024711
0.011267136,0.41705607476635514,1.0,0.5886232481450948
0.011386959,0.41754385964912283,1.0,0.5891089108910892
0.011389251,0.4180327868852459,1.0,0.5895953757225433
0.011429281,0.41852286049237986,1.0,0.5900826446280992
0.011438417,0.41901408450704225,1.0,0.5905707196029777
0.011467121,0.4195064629847238,1.0,0.5910596026490066
0.011469294,0.42,1.0,0.5915492957746479
0.011521756,0.4204946996466431,1.0,0.592039800995025
0.011554343,0.4209905660377358,1.0,0.5925311203319502
0.011562726,0.4214876033057851,1.0,0.5930232558139535
0.011776728,0.4219858156028369,1.0,0.5935162094763092
0.011821634,0.42248520710059173,1.0,0.5940099833610649
0.011966481,0.42298578199052134,1.0,0.5945045795170691
0.011981589,0.4234875444839858,1.0,0.595
0.012025047,0.42399049881235157,1.0,0.5954962468723937
0.012040273,0.4244946492271106,1.0,0.5959933222036727
0.0121349655,0.425,1.0,0.5964912280701754
0.012135131,0.42550655542312277,1.0,0.596989966555184
0.0122028375,0.42601431980906923,1.0,0.5974895397489539
0.012242602,0.4265232974910394,1.0,0.5979899497487438
0.012280706,0.4270334928229665,1.0,0.5984911986588433
0.01231145,0.4275449101796407,1.0,0.598993288590604
0.01231173,0.42805755395683454,1.0,0.5994962216624685
0.012355299,0.42857142857142855,1.0,0.6
0.0123992665,0.42908653846153844,1.0,0.6005046257359126
0.012418609,0.4296028880866426,1.0,0.6010101010101011
0.012537946,0.43012048192771085,1.0,0.6015164279696714
0.012615461,0.43063932448733416,1.0,0.6020236087689714
0.012764636,0.4311594202898551,1.0,0.6025316455696204
0.012828357,0.4316807738814994,1.0,0.6030405405405406
0.012902235,0.4322033898305085,1.0,0.6035502958579883
0.012939661,0.43272727272727274,1.0,0.6040609137055838
0.01306798,0.433252427184466,1.0,0.6045723962743438
0.013086049,0.43377885783718106,1.0,0.6050847457627119
0.01318117,0.4343065693430657,1.0,0.6055979643765904
0.013323329,0.4348355663824604,1.0,0.6061120543293719
0.013338677,0.4353658536585366,1.0,0.6066270178419712
0.0134312,0.4358974358974359,1.0,0.6071428571428571
0.013519843,0.43643031784841074,1.0,0.607659574468085
0.013528579,0.4369645042839657,1.0,0.6081771720613287
0.013660883,0.4375,1.0,0.6086956521739131
0.013715733,0.43803680981595094,1.0,0.6092150170648464
0.013810435,0.43857493857493857,1.0,0.609735269000854
0.013854069,0.43911439114391143,1.0,0.6102564102564102
0.01386329,0.4396551724137931,1.0,0.6107784431137724
0.013949445,0.4401972872996301,1.0,0.6113013698630138
0.014123987,0.44074074074074077,1.0,0.6118251928020566
0.014427809,0.44128553770086526,1.0,0.6123499142367067
0.014468916,0.44183168316831684,1.0,0.6128755364806867
0.014471765,0.4423791821561338,1.0,0.61340206185567
0.014509019,0.44292803970223327,1.0,0.6139294926913156
0.014548112,0.4434782608695652,1.0,0.6144578313253012
